gene_name,LFC,logP
C9orf91,-0.64796,1.800217406
PGAP3,-0.47181,1.800162578
SPDYE3,0.073135,1.798930769
PYURF,-0.88906,1.797702444
ZW10,0.45251,1.797375476
GGACT,0.59416,1.797212085
ANKRD55,0.45772,1.797021539
TUBA3E,0.34798,1.796776675
ZFP91,0.28924,1.796450403
TAF8,0.30986,1.796396048
LHFP,-0.48478,1.795988605
SNX6,0.39845,1.794741488
ANKRD65,0.035991,1.793822002
TACO1,-0.37398,1.793822002
GAREM,0.36705,1.792177201
SNAPC1,0.5126,1.791236267
MIDN,0.46235,1.790779977
ILF3,-0.58813,1.790779977
AVPR1A,0.44798,1.790109831
TMEM41A,-0.42195,1.78970824
LYPLA1,0.2708,1.78922682
SNAP47,-0.37872,1.78922682
HDAC8,0.31127,1.787785753
RPL21,0.54806,1.787226626
NBPF7,-0.47587,1.785076715
GRHL1,0.13426,1.784838492
CGA,-0.6584,1.784573952
ZNF473,0.20041,1.784494622
DAPL1,-0.11221,1.784494622
SMYD5,0.46448,1.784203867
LRRTM1,-0.40571,1.783200938
BTBD2,-0.36857,1.782384471
ZHX1-C8orf76,-0.31684,1.782121422
OGFRL1,-0.78098,1.780965894
NELL1,0.28935,1.779918075
TM9SF3,0.23164,1.779682664
GOLT1B,-0.70822,1.779682664
SYPL1,-0.36738,1.778429288
OR1A2,0.31286,1.778377142
XKR6,-0.50371,1.77827287
OLR1,-0.36382,1.778116508
IL17C,0.51486,1.77772585
BLZF1,-0.68349,1.77772585
RHEB,0.57252,1.776348333
TCP11,0.22398,1.776322384
FAM210B,0.33337,1.775855568
BHLHB9,-0.60454,1.775700074
MAP7D1,-0.03725,1.775466937
C8orf48,-0.52583,1.7745098
DGCR8,0.74354,1.774277301
ARSG,0.36013,1.77342587
ELP2,0.44292,1.773245477
GIPC3,0.39342,1.772730483
SMR3A,-0.11684,1.770958427
TRAF6,-0.38148,1.769755501
TRIM17,0.27546,1.769244626
TOPORS,0.33719,1.769142523
XKR3,-0.41305,1.768912879
DYTN,-0.55313,1.766902312
C2orf54,0.45392,1.766470873
RAMP3,0.29493,1.766445507
URB2,-1.074,1.766267991
KPNA4,-0.7428,1.765887842
AP3B1,0.61253,1.765811852
STAMBPL1,-0.89632,1.765381494
GOT1L1,-0.66729,1.764825193
KCNK7,-0.43773,1.763714723
FAM32A,-0.95473,1.762330616
AES,0.47294,1.761979001
CEP85,0.60521,1.76130169
MRC2,0.43545,1.760725553
DNM2,0.64537,1.760650461
PRKAA1,-0.76777,1.760575382
FSCB,-0.79802,1.760350223
LYRM5,-0.47331,1.759550601
MRPL40,-0.91444,1.759425793
XYLB,0.27413,1.758926919
PIK3C2G,-0.4397,1.758852138
HIST1H1B,-0.79529,1.758353922
BSG,0.40343,1.758329026
ITPRIP,0.38454,1.758254347
TMEM229A,-0.75933,1.758030388
TSNARE1,0.38741,1.756242859
TNR,-0.56959,1.755747626
DNER,0.33314,1.755228239
MCRS1,0.45944,1.75503054
ANXA8,0.3404,1.754758851
OR5P2,-0.44078,1.754561366
DDX47,-0.97486,1.754215983
ACTG1,0.62492,1.753846234
WDR73,-0.38443,1.753846234
CPLX4,-0.90159,1.753796958
DEK,-0.64946,1.749848465
ZNF549,-0.60218,1.748483448
HTN1,-0.47171,1.747778246
EEPD1,0.3302,1.747511056
ZFP82,-0.747,1.747511056
SIK3,0.039046,1.747049931
MET,0.26514,1.745862969
RPUSD3,-0.7772,1.745355263
ZSCAN21,-0.69096,1.745258624
INTS4,0.67702,1.744824016
OOSP2,0.32179,1.744727495
C12orf4,-0.41428,1.743546855
ZFR2,0.48251,1.742849618
Control_14,-0.20773,1.742297432
RET,0.14106,1.742201471
MCC,-0.63231,1.74208155
TAOK1,-0.38751,1.741458493
CTNNBL1,0.40618,1.741171229
TXNDC15,-0.4859,1.739761608
USMG5,0.14179,1.73776255
UNC79,0.27243,1.737335375
TNIK,0.53238,1.736340265
PCDHGC3,0.42908,1.736009067
RNF34,-0.62207,1.736009067
RPS28,0.22112,1.733909484
NELFB,0.67865,1.733838888
SETD8,0.40831,1.733815358
VPREB1,-0.41448,1.733251034
HTRA1,0.36043,1.731188096
POLR2K,0.50754,1.731141325
PANK1,-0.65981,1.731094559
MYH7B,0.37017,1.730884173
ENKUR,-0.73346,1.730557109
EIF4G2,0.32213,1.7294842
Control_154,0.28081,1.728972006
USP30,-0.32232,1.72873939
PUS10,-0.76944,1.728251301
ZNF547,0.20716,1.727694156
NLK,0.46056,1.726790317
PIGV,-0.6441,1.726651431
RAG2,0.32296,1.726235041
PRSS54,0.26064,1.726096334
CNTRL,-0.25053,1.726096334
BLID,-0.61251,1.72551886
AGAP9,0.53342,1.724366212
NDUFA11,-1.2256,1.724274132
CLIC4,-0.41805,1.723561175
SZT2,-0.84561,1.721132126
GLRA3,-0.71072,1.72019622
AKT3,-0.49207,1.719945466
LDB1,0.32398,1.719148574
AGPS,0.48087,1.718989371
SSX3,-0.68703,1.718466686
TAF6L,0.34543,1.717060834
PRRG1,-0.60866,1.71572722
RNASE8,0.14642,1.714240217
ZNF570,-0.49727,1.714240217
TLL2,-0.43081,1.713813083
METTL4,-0.58481,1.713206824
ATF7IP,0.42536,1.713027355
BBS5,-0.66152,1.713027355
MTF2,0.25605,1.712735874
DKC1,0.67532,1.712422191
RFPL2,0.47105,1.712131116
PSMD14,0.34019,1.712019216
ERCC8,0.42494,1.710589439
Control_115,0.18501,1.710232729
PYCR1,-0.18884,1.710232729
IRAK2,0.31274,1.708586745
PDCD10,-0.32394,1.708586745
OPTC,0.34776,1.707854732
TRMT44,0.30452,1.70750026
MRPS23,-0.44606,1.705930773
GADD45G,0.44574,1.705732228
USP11,0.68383,1.705577867
EIF3D,0.72212,1.705357446
PPP2R2B,0.33273,1.705159164
TRAPPC11,0.42394,1.703400617
PROSC,0.47727,1.702962091
HLA-DPA1,0.49389,1.702370782
WDR34,0.70805,1.702239489
PRKD1,0.38772,1.70158362
CCDC169-SOHLH2,-0.69693,1.700035331
PRKAR1A,0.28833,1.698731208
LMAN1L,-0.31109,1.698731208
RHOXF2,-0.6088,1.698297369
ANKRD2,-0.59666,1.698058942
RNF223,0.2635,1.697604127
HSD3B2,-0.34995,1.697495908
STAU1,-0.38653,1.696393609
DCST2,0.35768,1.696242532
TMEM158,0.31963,1.695294102
Control_139,-0.38844,1.694863681
FAM69C,0.48807,1.694498159
MMP23B,0.23717,1.694197371
HNRNPAB,-0.49835,1.694175894
TMEM179,0.3572,1.694132943
B3GALT1,-0.48471,1.694025586
UBTD1,0.466,1.692503962
SEMA3D,0.50878,1.692076296
C17orf89,-0.69125,1.691478271
FGFBP3,0.55537,1.69126489
ZNF581,0.45099,1.690838442
ATP8B1,-0.3168,1.690838442
EPN3,0.47095,1.690497585
PIGM,-1.1002,1.690497585
SMARCA4,0.52481,1.689986801
AIFM1,0.69493,1.688818514
OR2T34,-0.43149,1.687462997
ABHD17A,-0.1218,1.68744185
YBX1,0.34922,1.685416574
ASCL3,0.32263,1.684701547
GPR162,0.44356,1.684239509
ELANE,-0.56366,1.682041075
PLCB3,0.58833,1.681978426
OR52E2,-0.42368,1.68164445
CETN3,-0.57459,1.681352431
ZNF727,-0.51848,1.680373516
ZNF121,0.31268,1.680186315
NDEL1,-0.50436,1.677677314
FBXO21,-0.08282,1.676974906
TUBB4B,0.63255,1.676933624
ZIC4,0.29716,1.676912984
LAMTOR1,0.49416,1.676892345
PSMC3,0.74576,1.67668601
AGO2,0.50199,1.676541633
CYP27B1,0.44884,1.676253024
EPB41L5,0.25595,1.675223841
DEFB128,-0.4687,1.674033036
ZNF814,-0.19375,1.673869043
IL36B,0.15664,1.67378707
SH3BP4,-0.23798,1.671824339
Control_73,0.15007,1.671436931
PPARD,-0.16106,1.671070231
EPSTI1,-0.60031,1.67066315
GALM,0.158,1.670622463
CCDC73,-0.3964,1.670622463
FRMD6,-0.47833,1.669667411
MAGI2,-0.39483,1.669586227
PCBP2,-0.45933,1.669565933
ID3,0.45847,1.668754963
GMIP,-0.17706,1.667601941
RNF170,-0.062501,1.667460553
UNC45B,0.38201,1.66705684
EGFLAM,-0.75302,1.66705684
ANKRD18B,-0.40205,1.6663311
ZNF627,-0.2045,1.66594856
POU3F2,0.16652,1.665325137
SHH,-0.35449,1.664341548
PER2,0.14451,1.663400194
KRTAP25-1,-0.68637,1.662241329
HENMT1,-0.42947,1.661982007
UMODL1,0.5481,1.661603276
UTRN,0.0095605,1.660409448
DCD,-0.093516,1.660409448
RPA4,0.36839,1.659218892
ZCWPW1,0.26893,1.658684205
NFKB1,0.20711,1.657577319
MYO5B,-0.40321,1.657478627
KLK4,0.31644,1.656276386
FGGY,0.25897,1.655627378
TYW3,-1.0796,1.654900854
CNNM4,-0.3724,1.653705718
HIST1H1A,-1.0491,1.653705718
EML1,-0.85541,1.653647026
FAM81B,-0.51981,1.653353682
Control_55,0.35672,1.652787114
C2orf15,-0.8069,1.652572401
PRRC2A,-0.51116,1.651987362
RIIAD1,-0.58802,1.651831484
PXMP4,-0.84728,1.651072381
C1GALT1,0.41862,1.650295189
STXBP4,-0.26058,1.650295189
SLC52A3,-0.58342,1.649500009
TGFA,0.43192,1.648242333
CPEB1,-0.54137,1.647605212
CCNF,0.35206,1.647103895
SPRR2F,0.53416,1.646391479
C17orf47,-0.49949,1.646314531
DDX50,-0.74523,1.644970144
ZIM3,-0.51904,1.644529323
CDK20,0.34886,1.644242072
PSEN2,0.054086,1.64384024
CCDC51,-0.57778,1.643782866
EN1,0.68416,1.643649022
ZCCHC8,0.39869,1.643629905
ZFP3,-0.51187,1.64299951
PCDH1,-0.44079,1.642293789
PGAP1,-0.47189,1.642122301
OR2A12,0.28306,1.641969923
SCNN1G,0.26836,1.641494089
FOXO1,0.32816,1.641475066
NUDT7,-0.46331,1.641360948
PRKAB2,-0.40722,1.64124686
DNMT1,-0.96108,1.640904776
SYVN1,0.053521,1.640828794
SSX4,-0.78059,1.640619912
SPANXN5,-0.29232,1.640335235
MMEL1,0.51835,1.640278322
OFD1,-0.43205,1.640050744
PODXL,0.29243,1.639141623
LCE3E,-0.55812,1.639047032
EPHA7,0.33173,1.638593283
CD276,0.11951,1.637800361
Control_40,-0.29661,1.637800361
ATM,0.4575,1.636914757
KCNH4,0.25466,1.636594876
NDUFC1,-0.65101,1.636519644
DDX24,0.46905,1.63635042
IMMP1L,-0.32987,1.635692953
COL1A2,-0.38454,1.635505288
POTEB,-0.70506,1.635467765
CXorf65,-0.48745,1.634530735
BTAF1,0.21863,1.63432486
RBKS,-0.38334,1.63432486
C6orf106,-0.72709,1.634119082
UBN1,-0.55811,1.633819942
OXSM,0.29048,1.63322228
Control_150,-0.43869,1.63322228
CEP135,-0.55309,1.631787519
CDK14,-0.0871,1.631471391
SGCD,-0.52279,1.629135472
C6orf47,-0.80879,1.628747371
GBGT1,-0.34822,1.628544218
TMEM200B,0.19441,1.628414989
STON1,-0.17994,1.628414989
PRKCG,0.45978,1.627658844
SPA17,-0.34869,1.627493037
GPAA1,-0.69537,1.6269592
NEDD1,0.58797,1.6266098
CRISP3,-0.26405,1.62594855
STX1A,0.43482,1.625416607
XPNPEP1,0.30271,1.625178362
GOLM1,-0.1734,1.625178362
STX17,-0.47177,1.624519285
F2,-0.46622,1.622693749
NBPF10,0.58514,1.62258446
MEF2B,0.012144,1.622347763
PSG2,-0.29503,1.622347763
AADACL2,-0.99867,1.621656616
LOC100134391,0.2501,1.621347775
SLC33A1,-0.46709,1.620241384
NIPA1,0.23031,1.620150821
TDP1,-0.59782,1.619354681
UFSP1,0.15281,1.619029407
IQCH,-0.67466,1.618686327
LUZP6,-0.43485,1.617568683
MAEA,0.18138,1.615879658
ANKS6,0.55338,1.615772071
ZNF79,0.60526,1.615485301
CYP2C8,-0.52185,1.615377812
THEMIS2,-0.50366,1.614769205
SCAP,0.49181,1.614536728
SLC38A9,-0.47462,1.614393726
KLRC4-KLRK1,-0.53196,1.614215041
CPB1,0.52356,1.614036429
ALDH1A1,0.35422,1.613911445
GIT1,0.545,1.613536707
FAM49A,-0.35993,1.61287724
JMY,-0.43553,1.612645773
UPF3B,0.20953,1.612592375
CCDC138,-0.66466,1.611437029
MFSD1,-0.62401,1.611170846
GADD45B,0.32938,1.611153106
Control_157,-0.14325,1.611153106
FOLR2,-0.38309,1.610833916
SPRR2A,0.22301,1.610426402
KRTAP24-1,0.22031,1.61001927
ITSN1,-0.4198,1.609948504
CLIC3,0.44786,1.609135516
UMAD1,-0.61137,1.608447433
RPS21,0.0094023,1.607074531
SPPL3,-0.6527,1.604935836
MAP7D2,-1.0106,1.604673607
MAMSTR,0.25192,1.604289291
CAPZA2,-0.82922,1.604149624
Control_103,0.31909,1.603905315
NANOS1,0.25505,1.603225463
PPP1R27,0.34317,1.602459726
C1QL3,-0.41256,1.602146859
ST3GAL4,0.56364,1.601834217
PSTK,0.25093,1.6015218
MAPK10,-0.29474,1.6015218
08-Mar,0.36623,1.601400365
FAM83E,0.26819,1.60072442
ARHGAP25,-0.45663,1.59934115
FCER1A,-0.50519,1.59909953
PSG3,-0.41503,1.599082277
GLI4,0.23354,1.597601041
SEMA6C,0.44058,1.596347665
TMEM208,0.55497,1.595782255
MATN2,0.2058,1.595388617
HDGFRP3,-0.55022,1.595046612
R3HCC1L,0.32145,1.594226899
OAT,-0.38917,1.594039265
GNL2,-0.81558,1.593783532
NHLRC4,0.22215,1.593221449
HMOX2,0.4392,1.593187407
OR1L8,0.22792,1.593153367
CYP3A7,-0.51375,1.593000222
TMEM120B,0.35078,1.591929714
COA4,-0.48311,1.590777199
OR52R1,0.35802,1.590607969
CGB2,0.21359,1.590151378
Control_87,-0.28848,1.590151378
RAB25,0.32821,1.590033081
XYLT2,0.60299,1.589560214
ENOX2,-0.47673,1.587438661
NRBP1,0.58986,1.587287517
GSDMD,0.45705,1.587153211
NDST1,0.3217,1.586918276
FIG4,-0.43615,1.586499065
SWT1,-0.57693,1.586398514
Control_18,-0.27059,1.586197483
CLUL1,-0.70111,1.585745503
ZNF653,0.38999,1.585461164
CPNE1,-0.41156,1.584742783
ANG,0.20012,1.584642638
HMCES,0.10932,1.584592575
C2CD2,-0.16539,1.584592575
ZNF70,0.40428,1.58435902
OR8H2,-0.60504,1.58359251
ANP32B,-0.5454,1.58349263
SLC35D3,0.44358,1.583076711
ZMYM5,-0.31295,1.58297695
OR10Z1,-0.57815,1.582378862
RSRC1,-0.63629,1.582345659
Control_199,0.28676,1.581864502
FHL5,-0.26778,1.581781597
CCDC152,-0.71426,1.581781597
IQCF1,0.21663,1.58174844
SPRED3,0.28649,1.580787977
HIGD1C,-0.58542,1.580539927
NCAPD2,0.30155,1.580159859
FTSJ2,-0.72145,1.579648118
POM121C,-0.32553,1.578955752
VPS33A,0.36472,1.578758136
KHDC1,0.15555,1.578758136
COL28A1,-0.46585,1.578758136
EHD3,-0.49254,1.578758136
CDC14A,-0.75678,1.578116504
HIC1,0.4896,1.577771402
MNS1,-0.46432,1.577295283
DUSP6,0.59805,1.576459234
RSPO3,0.25105,1.576049993
POTEH,-0.36532,1.57531433
KCNAB1,-0.42329,1.57531433
NOTCH3,0.3633,1.574791949
IFI27,0.38616,1.574530994
RPL11,1.064,1.574482082
LRRC8C,-0.31096,1.573846732
DBX1,0.16137,1.573537539
Control_99,0.30568,1.57262751
ERCC1,0.39929,1.571719385
CWF19L2,-1.2216,1.57123367
CNOT3,0.88504,1.571217489
CITED4,-0.75746,1.571007188
ITGA3,0.36964,1.568893672
HNF4G,0.32839,1.568877578
CCDC115,0.64081,1.568636236
YES1,-0.56759,1.568266439
LCE6A,-0.34462,1.568250368
RFPL1,0.3073,1.568073626
ARHGEF39,-0.14911,1.567816676
RPS19,0.75759,1.567142903
ZNF784,0.33258,1.566934566
AQP8,0.44351,1.565510937
SUSD1,-0.76421,1.56507997
IRF9,-0.53498,1.564776954
TRPA1,-0.4764,1.564665369
TBRG4,-0.44422,1.564044209
SV2A,0.24318,1.563265034
CHRNA6,-0.50921,1.563249147
PLXNA1,0.44422,1.562995035
MTAP,-0.5325,1.562995035
INPPL1,-0.20027,1.562645872
CAB39,0.31132,1.562518974
RSC1A1,-0.48009,1.562186041
CHRNA4,0.52936,1.56144183
RBMX,-0.47672,1.56144183
Control_44,-0.46609,1.560604141
TBCEL,-0.34479,1.560162239
TMEM126A,-0.44287,1.560067604
NID2,0.15768,1.559358501
AMN1,-0.47074,1.559090918
TFCP2L1,0.35855,1.558666272
GCHFR,0.35288,1.55803793
TGOLN2,0.40253,1.558022233
IQSEC2,0.33843,1.557724099
CNOT4,0.41343,1.557253778
ENAH,0.27026,1.556643121
FAM171A1,-0.36275,1.555518005
CSN3,0.40182,1.554847449
MED22,0.34576,1.554644926
LY6G6D,-0.54222,1.554644926
SESN3,-0.56098,1.552392396
CHM,-0.1763,1.552160042
HDGF,-0.55245,1.551649298
FUT8,-0.78571,1.551370964
CCNY,-0.29885,1.549550731
ZNF524,0.17827,1.549304506
METTL7B,-0.36128,1.548474526
SLC25A53,-0.30621,1.54764613
CTAGE1,-0.5799,1.547094742
BMP5,-0.058275,1.546987609
OR5T1,-0.76633,1.546865203
NEO1,0.57363,1.545597279
ATG3,-0.50279,1.544637343
UNCX,0.30341,1.544591685
DCTN4,-0.31772,1.544591685
HNRNPDL,-0.54987,1.544393887
IFT81,-0.62404,1.543284849
MPDZ,-0.55848,1.54299666
FAM204A,-0.38881,1.542860215
TAF7,0.32325,1.542572307
SCGB2A1,-0.45134,1.542208906
ZNF160,-0.39821,1.542042449
LRRC48,-0.51272,1.541997062
RALBP1,-0.6647,1.541724844
GPR148,0.33019,1.540366305
LRRC14B,0.32891,1.538846765
ANKRD63,-0.67276,1.538816729
SMR3B,-0.51255,1.538801711
RENBP,0.50128,1.538366434
MED7,0.50995,1.537362457
Control_106,-0.20653,1.536958525
STMND1,-0.48516,1.536390664
PROL1,-0.3965,1.535167802
SPAM1,-0.446,1.535018908
Control_67,0.050486,1.534453575
FRRS1L,-0.074673,1.534453575
SLFN12L,0.39614,1.534156327
AGAP11,0.40339,1.533473427
TMPRSS5,0.25657,1.533354772
UBA7,0.29905,1.532525089
FAM218A,-0.46177,1.532525089
TGFBR3,0.016509,1.532022125
C8orf4,-0.16457,1.532022125
SLC22A20,-0.216,1.531918646
TMEM43,0.30908,1.531431147
ICOS,-0.43723,1.531194981
VTI1A,0.29768,1.529927785
THBS2,0.2003,1.529413122
LOC401052,-0.10045,1.529413122
PANX1,0.26237,1.529207427
SPRR2D,0.24106,1.528943106
ARL14EPL,-0.4426,1.528414946
Control_86,-0.44038,1.528136453
TOB2,0.36177,1.527199685
SPRED1,0.043881,1.526892747
SEC13,0.41775,1.526717452
KIF20A,0.29588,1.526615229
CTDSPL2,-0.44673,1.526542227
RAB24,-0.36983,1.526221165
CCDC179,-0.37073,1.525623455
IFNA2,0.41221,1.524009381
TSC22D4,0.36606,1.523849754
OBSL1,0.25349,1.523197345
RALGAPA1,-0.37017,1.522893222
WBP2,0.39264,1.522618247
YAF2,0.04247,1.522213337
SLC14A2,-0.0016137,1.522213337
CBX3,-0.73723,1.521953237
ZNF569,-0.34227,1.521765484
SLC37A2,-0.72377,1.520943216
ZNF385C,0.33085,1.518600373
CDK11A,0.33107,1.51819919
LARP7,-0.66076,1.518041684
DRD1,-0.79686,1.518013053
CACNB3,0.45332,1.517912858
DEPDC4,-0.39775,1.517812686
DPPA4,-0.70696,1.517183564
SLC2A9,-0.36466,1.51708356
FUOM,0.51426,1.516812238
SIPA1L2,0.4671,1.515871064
ADRA1D,0.56589,1.515757121
APBA2,-0.38842,1.515700161
OR2J3,0.36399,1.515671683
APOL3,-0.1211,1.515500858
TSSC4,0.51582,1.515216299
PTRH1,0.31371,1.514278574
GPR171,-0.61469,1.513980631
ORM1,0.27368,1.513640374
WDR18,0.5264,1.513229587
CYLC1,-0.402,1.513201271
TSPAN32,0.39793,1.512875771
OR4B1,-0.33395,1.512875771
SH3GL2,-0.37611,1.51267776
GSTP1,0.20218,1.512592926
C12orf10,0.30468,1.512550515
ZBED5,-0.59968,1.511759605
ATXN2L,0.46554,1.511294206
URI1,0.29615,1.511209642
IKBKAP,0.58677,1.510927879
PGGT1B,-1.1054,1.510927879
C11orf24,-0.23842,1.510730754
DVL1,0.51583,1.510505578
RASL10B,0.18244,1.5104071
TMEM245,-0.45423,1.5104071
ORAI2,0.25824,1.510393034
GPX7,0.32035,1.510210211
SUN3,-0.6073,1.508918587
DSTN,-0.16922,1.508680337
ARMCX3,0.22512,1.508456221
KIAA1429,0.5373,1.508162244
Control_171,-0.43294,1.507365309
KRT79,0.31441,1.5066535
ADAM7,-0.028369,1.506430427
Control_60,-0.32161,1.50599855
CHN2,0.34734,1.505706231
PCNX,-0.38729,1.505636661
ACBD7,-0.41973,1.505553191
YLPM1,0.51848,1.504886008
ERMN,-0.75655,1.504178247
MMAB,0.20288,1.50416438
FAM227A,-0.81046,1.504122785
POLR3E,0.25001,1.504053467
EMILIN3,-0.30752,1.503942582
TMOD2,-0.56075,1.503693195
RAB39A,-0.25695,1.503250193
DNLZ,0.49633,1.502890586
SLC30A1,0.66164,1.501979072
CTSK,-0.10704,1.501979072
PRRC2C,-0.55528,1.500890528
DGCR6,0.21674,1.499996932
LYRM9,0.12686,1.499900808
ADAM23,-0.72615,1.499640008
SCYL2,-0.20524,1.499598843
DENND5B,-0.20851,1.499255955
PARVA,0.44198,1.498680513
LETM2,-0.29343,1.498324669
SAA4,-0.32036,1.497805112
CSPP1,-0.33272,1.4975046
CADM1,0.45155,1.497381723
RBM44,-0.073053,1.497381723
ARRDC5,-0.37419,1.497177006
TMEM128,0.21862,1.495705882
ZNF761,-0.52224,1.495705882
SLC39A6,0.19072,1.495393229
DBH,0.6435,1.495284533
MAP3K12,0.44421,1.494429503
P2RY12,-0.48715,1.494375272
C10orf88,0.23846,1.493725029
Control_140,-0.24434,1.493725029
DPP9,-0.49173,1.493616749
CEACAM18,0.41742,1.492927103
LETMD1,-0.75636,1.492724474
RPA3,0.6829,1.492710969
SNCB,-0.38647,1.492589441
COMMD6,0.36082,1.492036242
ACTB,0.39169,1.491887943
MYSM1,-0.59006,1.491820551
HSPA14,0.21336,1.490931955
SCML4,-0.28165,1.490501774
IL17A,0.20869,1.490461466
OR2A25,-0.4506,1.490461466
KRTAP4-2,0.33329,1.489951227
C3orf33,-0.66658,1.489173594
EXOSC5,0.58451,1.489012878
SLU7,-0.068247,1.48874515
TSPAN2,0.21027,1.486875663
FAM135A,-0.37474,1.486849015
SPDYE6,0.4647,1.486689157
IGFBP5,0.11184,1.486555986
NLRX1,-0.19274,1.486555986
NHLH1,0.29911,1.485438966
BMF,-0.49622,1.48490806
TMEM92,-0.49391,1.484881532
SMIM13,-0.70751,1.484735655
WNT5B,0.4276,1.484391051
NAV1,-0.22565,1.484324812
MRPL53,-0.93965,1.483477847
ARFGEF3,0.38647,1.482896515
CAST,-0.17194,1.482236854
GDPGP1,0.26608,1.482025974
TXNDC9,-0.59725,1.481960095
SMCO1,-0.41041,1.48173618
C12orf49,0.40523,1.481315008
TCAP,0.27677,1.480828536
GFOD1,0.26947,1.480145766
Control_195,-0.23886,1.480145766
MORC3,-0.32266,1.480040819
PLAC8,0.18201,1.479896559
MYC,0.74785,1.479870335
TMEM209,0.22594,1.479660601
CLCN5,-0.6572,1.479333094
GNAQ,0.32733,1.478927327
PSG1,-0.84538,1.478704971
BLOC1S6,0.27153,1.478587299
CCDC160,-0.40615,1.478482728
TCF3,0.33953,1.478352051
PHGDH,0.3658,1.478221412
TMC1,-0.59312,1.477986362
CXCL11,-0.40294,1.477960253
PRIM1,0.32981,1.476604752
Control_217,0.24582,1.476513668
NDUFB1,-0.61059,1.476084529
SLC22A16,-0.27046,1.476071532
ARPP21,0.29375,1.476058535
PRAMEF1,-0.41352,1.474799653
CLDN9,0.29123,1.474734861
GPR26,0.26018,1.47444989
NEIL2,-0.36565,1.474333366
CEP170B,0.046961,1.473802926
LOC100130705,-0.55586,1.473802926
NLRP7,-0.54763,1.473208568
STRC,0.39473,1.472086676
TMEM129,0.17751,1.471829179
NFASC,-0.23731,1.471829179
ECM2,-0.65074,1.471777698
EIF3E,0.4227,1.471726223
SBDS,0.37343,1.471713355
PIEZO1,0.090467,1.470672328
FANCD2,-0.4087,1.470556812
SHC2,0.28704,1.470171981
HBZ,0.48656,1.469928431
TVP23B,-0.61431,1.469825925
FIGN,0.30085,1.469710634
Control_3,-0.38208,1.469697826
LOC101929372,0.25062,1.469569764
CCDC77,-0.76766,1.469121847
SMYD1,0.33883,1.468482765
BEX4,-0.71088,1.467959418
DRICH1,-0.33183,1.467181946
NUDT2,-0.14378,1.467054624
ZDHHC5,-0.63929,1.465961195
DUSP15,-0.45972,1.465567727
SRSF5,-0.3256,1.465402829
JAGN1,0.31135,1.465314065
NTN1,0.28317,1.464136479
LRP8,0.35719,1.463972125
C15orf32,-0.33884,1.463972125
KCTD10,0.38634,1.463416308
ACTR3C,0.341,1.463088206
MEIG1,-0.70375,1.463075591
SHISA7,0.26499,1.462760351
POR,0.16571,1.461853734
RGS16,-0.56792,1.461325747
SNTG1,-0.18377,1.461162452
RAB10,0.30983,1.460836047
NPNT,0.21209,1.460785853
OARD1,-0.7789,1.460635304
PGK2,-0.41101,1.460585133
SFI1,0.46993,1.46045973
IL31RA,-0.51701,1.46037197
CKAP5,0.41701,1.459870822
TPO,0.35081,1.459858301
APCS,-0.38464,1.459858301
ZNF460,-0.48637,1.459683041
CXCL2,0.43952,1.459670525
LRRC61,0.47643,1.459295217
CYP2B6,-0.4083,1.458857766
NOTCH2,0.39828,1.458058995
CROCC,-0.29993,1.457996652
CD53,0.32603,1.457635244
SETD2,0.37845,1.457411073
AKR1D1,0.25069,1.457075033
TATDN2,0.29226,1.456540394
TSPY3,-0.29365,1.455981592
SLC1A7,0.39879,1.45590714
TIMMDC1,-0.54626,1.455845105
TMEM106B,-0.78884,1.455659056
NDUFA13,-0.85838,1.455398721
SCEL,-0.39328,1.455150928
CTH,-0.43741,1.454903277
UTP14C,-0.51824,1.454037606
GNAI2,-0.42983,1.453432661
ESR2,0.39115,1.452853199
COX18,-0.86825,1.452619168
NPTX2,0.55312,1.451058083
ASB17,-0.38078,1.449197046
GTPBP8,-0.79108,1.449013822
STX8,-0.32547,1.448977187
ALPK3,-0.52599,1.448720826
OR8K3,0.2801,1.448647607
CCDC90B,-0.37853,1.448513406
CARD8,-0.35925,1.448293893
CHD9,0.21189,1.448123237
OR51L1,-0.53413,1.448037934
DNTTIP1,0.44348,1.447222312
CCDC67,-0.55434,1.446930521
GOLGA5,-0.27768,1.445183879
SLC9A9,0.44973,1.444566958
GOLGB1,-0.32121,1.444542783
UFSP2,0.26666,1.444240707
C6orf99,0.35455,1.443335738
KRBOX1,0.1654,1.442216189
LCA5L,-0.77658,1.442216189
ZNF205,0.19699,1.441999835
TMEM237,-0.50461,1.441735549
PTPN7,0.36594,1.440656049
MYL5,0.28934,1.440416524
EXT2,0.25109,1.440356664
RASGEF1B,-0.098539,1.440356664
PRKAA2,-0.52336,1.440069448
TIMM21,-0.66195,1.439818289
EVC2,-0.34785,1.43938807
SLC6A13,0.38211,1.439065685
OR4C6,0.053718,1.438493146
WDFY1,0.64844,1.438445468
NMT2,0.22526,1.438028513
OR52B6,0.34018,1.437552483
ALKBH1,-0.63376,1.437195802
CSNK2B,0.45533,1.436839414
ACOX2,0.31774,1.436720683
RAB34,0.28931,1.436471453
PLOD3,0.27769,1.436400271
SUV420H1,-0.47058,1.436257942
ITGAM,0.21982,1.435677247
GYS1,-0.48078,1.435677247
STEAP2,-0.49868,1.435677247
PADI4,0.30101,1.435629877
